,id,statuses_count,followers_count,friends_count,favourites_count,listed_count,url,default_profile,default_profile_image,geo_enabled,profile_image_url,profile_use_background_image,profile_background_image_url_https,profile_image_url_https,profile_background_tile,profile_background_image_url,is_translator,follow_request_sent,protected,verified,notifications,description,contributors_enabled,following_x,ff_ratio,age,following_rate,tweet_rate,mobile_ratio,website_ratio,third_ratio,other_ratio,pagerank,eigenvector,bidirectional_links,reputaion,url_ratio,url_unique_ratio,hashtag_ratio,username_ratio,username_unique_ratio,similarity_ratio_1,similarity_ratio_2,tweet_time_sum,tweet_time_mean,tweet_time_max,tweet_time_min,no_tweet,label,label_model
20,3250959151,1504,56,710,1296,25,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,24,0,0,12.67857143,697.0,1.018651363,12.25210084,0.0,1.0,0.0,0.0,1.47e-06,0.0,0.001381215,0.072983355,0.075,0.005,0.55,0.9,0.1,0.186646933,0.008271471,11756398.0,59077.3768844,4580901.0,8.0,0,fake_users,Fake
21,2519097283,1256,23,617,1163,18,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,20,0,0,26.82608696,1089.0,0.566574839,11.36792453,0.0,1.0,0.0,0.0,5.9e-07,0.0,0.0,0.035060976,0.085,0.01,0.45,1.0,0.175,0.181896974,0.007120165,28172334.0,141569.517588,6985521.0,2.0,0,fake_users,Fake
22,3359775701,2408,29,875,2125,39,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,14,0,0,30.17241379,682.0,1.282991202,16.55862069,0.0,1.0,0.0,0.0,7.36e-07,0.0,0.003378378,0.030567686,0.055,0.01,0.7,0.95,0.165,0.190779876,0.00628832,13958021.0,70140.8090452,8594953.0,8.0,0,fake_users,Fake
23,3334542921,35,8,930,28,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,19,0,0,116.25,698.0,1.332378224,1.206896552,0.0,1.0,0.0,0.0,2.48e-07,0.0,0.004232804,0.008394544,0.4,0.085714286,0.25,1.0,0.742857143,0.167639575,0.047597333,14297096.0,420502.823529,2917316.0,1115.0,0,fake_users,Fake
24,3205647855,64,21,1106,60,3,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,23,0,0,52.66666667,753.0,1.468791501,1.333333333,0.0,1.0,0.0,0.0,5.41e-07,0.0,0.004401408,0.018150389,0.1875,0.03125,0.5,1.0,0.46875,0.173565157,0.031974584,19434536.0,308484.698413,2225285.0,6.0,0,fake_users,Fake
25,2409431970,1550,28,1201,1395,19,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,22,0,0,42.89285714,1150.0,1.044347826,10.28472222,0.0,1.0,0.0,0.0,7.12e-07,0.0,0.008237232,0.023330652,0.07,0.01,0.4,1.0,0.14,0.189081967,0.006364774,12983050.0,65241.4572864,4413211.0,9.0,0,fake_users,Fake
26,2982639281,11,7,349,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,23,0,0,49.85714286,851.0,0.410105758,-1.0,-1.0,-1.0,-1.0,-1.0,2e-07,0.0,0.002808989,0.019283747,0.454545455,0.090909091,0.272727273,0.545454545,0.545454545,0.108928571,0.00608176,38812034.0,3881203.4,26825082.0,24.0,0,fake_users,Fake
27,3205320328,67,17,1200,68,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,12,0,0,70.58823529,753.0,1.593625498,1.763157895,0.0,1.0,0.0,0.0,4.68e-07,0.0,0.0,0.014527845,0.119402985,0.044776119,0.6,1.0,0.492537313,0.191635178,0.033417919,19427262.0,294352.454545,4555925.0,6.0,0,fake_users,Fake
28,3183319706,166,25,995,108,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,2,0,0,39.8,746.0,1.333780161,-1.0,-1.0,-1.0,-1.0,-1.0,6.39e-07,0.0,0.001968504,0.024952015,0.085889571,0.012269939,0.35,1.0,0.128834356,0.169466302,0.00817166,50153526.0,309589.666667,13962487.0,18.0,0,fake_users,Fake
29,2558509554,38,17,602,14,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,20,0,0,35.41176471,1072.0,0.561567164,6.727272727,0.0,1.0,0.0,0.0,4.44e-07,0.0,0.001644737,0.0272,0.09,0.015,0.4,0.95,0.07,0.193967581,0.007575179,26921854.0,135285.698492,7354077.0,9.0,0,fake_users,Fake
30,3207329248,645,27,1200,465,4,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,25,0,0,44.44444444,753.0,1.593625498,8.55,0.0,1.0,0.0,0.0,7.36e-07,0.0,0.005775578,0.024939662,0.05,0.005,0.7,1.0,0.085,0.185419166,0.007349975,1121738.0,5636.87437186,70534.0,8.0,0,fake_users,Fake
31,3352226752,116,8,431,81,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,2,0,0,53.875,687.0,0.627365357,5.0,0.0,1.0,0.0,0.0,2.97e-07,0.0,0.0,0.024444444,0.147826087,0.008695652,0.55,0.95,0.156521739,0.169429985,0.00745509,34337638.0,301207.350877,12320625.0,19.0,0,fake_users,Fake
32,2397183571,1227,17,664,1075,11,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,3,0,0,39.05882353,1155.0,0.574891775,11.83,0.0,1.0,0.0,0.0,4.92e-07,0.0,0.001422475,0.026315789,0.08,0.015,0.45,1.0,0.075,0.195214483,0.008126701,2781451.0,13977.1407035,1936350.0,9.0,0,fake_users,Fake
33,2394739177,549,196,1194,446,8,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,19,0,0,6.091836735,1157.0,1.031979257,6.247058824,0.0,1.0,0.0,0.0,4.81e-06,0.0,0.002475248,0.138592751,0.08,0.005,0.2,1.0,0.19,0.181140999,0.060025522,49484738.0,248667.025126,10154270.0,8.0,0,fake_users,Fake
34,3437529573,17,19,810,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,9,0,0,42.63157895,632.0,1.28164557,1.0625,0.0,1.0,0.0,0.0,4.68e-07,0.0,0.003658537,0.023809524,0.588235294,0.058823529,0.352941176,0.823529412,1.294117647,0.156901042,0.003766103,34327684.0,2145480.25,8776572.0,42.0,0,fake_users,Fake
35,3439019733,1806,28,675,1609,13,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,24.10714286,631.0,1.069730586,11.57333333,0.0,1.0,0.0,0.0,6.88e-07,0.0,0.001459854,0.037921348,0.085,0.005,0.55,1.0,0.12,0.184817634,0.007413881,1590081.0,7990.35678392,692648.0,2.0,0,fake_users,Fake
36,3171975138,36,23,1062,18,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,23,0,0,46.17391304,753.0,1.410358566,-1.0,-1.0,-1.0,-1.0,-1.0,5.9e-07,0.0,0.001858736,0.020928116,0.4,0.114285714,0.35,1.0,1.4,0.187792272,0.02131101,19438769.0,571728.5,6969232.0,17248.0,0,fake_users,Fake
37,3347164013,768,30,821,604,8,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,18,0,0,27.36666667,690.0,1.189855072,8.315217391,0.0,1.0,0.0,0.0,7.61e-07,0.0,0.002366864,0.035388128,0.04,0.005,0.45,0.9,0.095,0.20575834,0.005651547,11412962.0,57351.5678392,7991405.0,8.0,0,fake_users,Fake
38,1237363393,22,25,377,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,23,0,0,15.08,1536.0,0.245442708,1.75,0.0,1.0,0.0,0.0,6.39e-07,0.0,0.005063291,0.05952381,0.285714286,0.047619048,0.25,0.35,0.571428571,0.118695652,0.004999009,28051646.0,1402582.3,20491774.0,18.0,0,fake_users,Fake
39,2688986011,682,21,595,620,17,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,9,0,0,28.33333333,1023.0,0.581622678,10.13636364,0.0,1.0,0.0,0.0,5.17e-07,0.0,0.001636661,0.031695721,0.075,0.015,0.55,1.0,0.1,0.203295981,0.006905374,10472385.0,52625.0502513,9440160.0,6.0,0,fake_users,Fake
40,3330290453,17,17,1033,15,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,18,0,0,60.76470588,701.0,1.47360913,1.133333333,0.0,1.0,0.0,0.0,4.44e-07,0.0,0.001845018,0.014545455,0.294117647,0.235294118,0.588235294,1.0,1.705882353,0.157894737,0.010576278,10823952.0,676497.0,2706201.0,43331.0,0,fake_users,Fake
41,3346345227,1391,25,609,1258,7,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,20,0,0,24.36,691.0,0.881331404,12.60747664,0.0,1.0,0.0,0.0,6.63e-07,0.0,0.001594896,0.038343558,0.06,0.005,0.4,1.0,0.19,0.18980047,0.006349943,1214546.0,6103.24623116,75190.0,6.0,0,fake_users,Fake
42,1311456667,22053,542,464,23617,6,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,8,0,0,0.856088561,1511.0,0.307081403,11.43165468,0.0,0.011327879,0.0,0.988672121,3.75e-08,5.68e-05,0.559912854,0.54008016,0.03,0.005,0.05,0.5,0.05,0.168626839,0.008009935,4947569.0,24862.1557789,300311.0,4.0,0,genuine,Genuine
43,548855295,6611,623,553,22248,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,8,0,0,0.887640449,1865.0,0.296514745,4.935185185,0.0,0.005315822,0.0,0.994684178,5.42e-08,0.00011369,0.654054054,0.530456853,0.08,0.015,0.25,1.0,0.12,0.172195173,0.012938226,28590788.0,143672.301508,1050856.0,17.0,0,genuine,Genuine
44,2398614422,9608,916,786,15954,5,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,9,0,0,0.858078603,1154.0,0.681109185,8.831932773,0.0,0.166825246,0.0,0.833174754,2.24e-05,0.0,0.885350318,0.539048738,0.065,0.005,0.0,0.9,0.085,0.161873696,0.006995739,2254707.0,11330.1859296,143276.0,4.0,0,genuine,Genuine
45,26203719,40734,526,625,4548,8,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,4,0,0,1.188212928,2976.0,0.210013441,6.277886497,0.946072319,0.006546135,0.0,0.047381546,2.12e-07,0.001147337,0.548489666,0.457758621,0.005,0.005,0.05,0.7,0.04,0.085136604,0.010538247,5647358.0,28378.6834171,253449.0,0.0,0,genuine,Genuine
46,232804792,66333,1504,2080,0,8,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,30,0,0,1.382978723,2328.0,0.89347079,24.01492537,0.0,0.0,0.0,1.0,3.76e-05,0.0,0.718283582,0.418497423,0.0,0.0,0.0,0.1,0.01,0.178259187,0.07792693,802814.0,4034.24120603,82128.0,57.0,0,genuine,Genuine
47,219404734,3053,61,65,2200,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,9,0,0,1.06557377,2366.0,0.027472527,2.696728559,0.0,0.316065574,0.0,0.683934426,1.54e-06,0.0,0.529411765,0.480916031,0.035,0.005,0.25,0.95,0.08,0.151984804,0.006439439,22641498.0,113776.371859,1422031.0,3.0,0,genuine,Genuine
48,43136801,24480,546,352,7261,7,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,4,0,0,0.644688645,2911.0,0.120920646,4.383265857,0.0,0.104987685,0.000923645,0.89408867,1.36e-05,0.0,0.62745098,0.60898138,0.005,0.005,0.05,0.65,0.04,0.054268446,0.015738012,8410477.0,42263.7035176,475395.0,9.0,0,genuine,Genuine
49,162018954,16828,410,1293,5042,2,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,3.153658537,2511.0,0.514934289,6.719148936,0.378087397,0.619062698,0.0,0.002849905,1.01e-05,0.0,0.254250386,0.241055718,0.02,0.005,0.0,0.3,0.01,0.112128535,0.004156622,8551386.0,42971.7889447,763674.0,4.0,0,genuine,Genuine
50,22710614,14,0,4,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1000000.0,2996.0,0.001335113,1.076923077,0.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.142857143,0.142857143,0.071428571,0.20754717,0.095820746,119950061.0,9226927.76923,44237464.0,459.0,0,genuine,Genuine
51,119065059,508,317,479,4,11,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,8,0,0,1.511041009,2633.0,0.181921762,1.891791045,0.0,0.175542406,0.0,0.824457594,7.89e-06,0.0,0.218181818,0.394124847,0.04,0.015,0.4,0.65,0.075,0.117186754,0.070814709,155917352.0,783504.281407,29461167.0,0.0,0,genuine,Genuine
52,532556025,27767,1202,774,4020,10,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,20,0,0,0.643926789,1883.0,0.411046203,5.953358209,0.5656534,0.323409589,0.0,0.11093701,2.96e-05,0.0,0.603626943,0.610887097,0.07,0.005,0.55,0.95,0.105,0.108122598,0.015172816,49685560.0,249676.180905,7668444.0,12.0,0,genuine,Genuine
53,2312903347,1042,44,49,191,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,10,0,0,1.113636364,1206.0,0.040630182,2.45971564,0.315992293,0.532755299,0.0,0.151252408,1.1e-06,0.0,0.632653061,0.47311828,0.045,0.005,0.15,0.4,0.02,0.130015868,0.014512121,62774902.0,315451.768844,7083120.0,9.0,0,genuine,Genuine
54,446546808,38429,2563,1156,9200,29,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,25,0,0,0.451033945,1970.0,0.58680203,8.78746594,0.982325581,0.005891473,0.0,0.011782946,6.28e-05,0.0,0.563307494,0.68907338,0.035,0.005,0.35,0.95,0.06,0.153915598,0.018717684,9831895.0,49406.5075377,1411929.0,8.0,0,genuine,Genuine
55,3146523464,1006,300,188,4630,3,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0.626666667,769.0,0.244473342,-1.0,-1.0,-1.0,-1.0,-1.0,7.37e-06,0.0,0.387096774,0.617283951,0.035,0.005,0.0,0.55,0.05,0.094391436,0.009851851,9149027.0,45975.0100503,268055.0,10.0,0,genuine,Genuine
56,1395374546,892,226,327,3599,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,6,0,0,1.446902655,1477.0,0.221394719,2.246753247,0.053179191,0.0,0.0,0.946820809,5.67e-06,0.0,0.430267062,0.411867365,0.04,0.005,0.05,0.95,0.08,0.171884711,0.012587672,19578361.0,98383.7236181,1269481.0,1.0,0,genuine,Genuine
57,46695342,4316,302,126,1059,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,8,0,0,0.417218543,2896.0,0.043508287,3.055984556,0.038218572,0.015161087,0.0,0.946620341,7.42e-06,0.0,0.603174603,0.705607477,0.06,0.005,0.05,0.75,0.08,0.111019859,0.007757974,7197274.0,36167.2060302,263223.0,2.0,0,genuine,Genuine
58,19849696,6019,1469,2034,440,60,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,13,0,0,1.384615385,3027.0,0.671952428,3.064454976,0.040519641,0.83173523,0.0,0.127745128,3.61e-05,0.0,0.43045388,0.418558456,0.045,0.005,0.05,0.7,0.08,0.136156602,0.014286548,14148591.0,71098.4472362,525691.0,22.0,0,genuine,Genuine
59,70797051,10658,3345,1296,18356,6,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,4,0,0,0.387443946,2815.0,0.460390764,3.03030303,0.0,0.035,0.0,0.965,4.95e-08,0.000106033,0.994598765,0.722662101,0.08,0.005,0.05,0.8,0.1,0.146046277,0.008707583,6286378.0,31589.839196,246058.0,3.0,0,genuine,Genuine
60,21388359,1739,48,211,1480,4,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,23,0,0,4.395833333,3008.0,0.070146277,2.247104247,0.0,0.104810997,0.0,0.895189003,1.18e-06,0.0,0.071428571,0.186046512,0.01,0.005,0.55,0.35,0.03,0.118904698,0.007803279,37413805.0,188009.070352,2147423.0,6.0,0,genuine,Genuine
61,986137579,15327,774,655,11385,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0.84625323,1626.0,0.402829028,6.799568966,0.001584786,0.002852615,0.0,0.995562599,1.89e-05,0.0,0.755319149,0.540502793,0.04,0.005,0.0,0.7,0.06,0.091881728,0.016525121,13336594.0,67018.0603015,6634512.0,2.0,0,genuine,Genuine
62,406828178,3097,64,549,389,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,10,0,0,8.578125,2018.0,0.272051536,5.163299663,0.107270949,0.235735246,0.0,0.656993805,1.64e-06,0.0,0.062271062,0.106382979,0.03,0.005,0.4,0.75,0.09,0.092267791,0.015112986,118357117.0,594759.38191,21131424.0,0.0,0,genuine,Genuine
63,3035191778,1,192,451,634,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,3,0,0,2.348958333,816.0,0.552696078,-1.0,-1.0,-1.0,-1.0,-1.0,4.69e-06,0.0,0.071111111,0.297971919,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,genuine,Genuine
64,54125633,58927,1850,723,30341,14,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,13,0,0,0.390810811,2872.0,0.251740947,24.74615385,0.0,0.023313646,0.0,0.976686354,4.54e-05,0.0,0.815642458,0.722157548,0.045,0.01,0.8,0.9,0.12,0.154944728,0.014889387,1031040.0,5181.10552764,127577.0,3.0,0,genuine,Genuine
65,119702452,5968,9296,2171,885,322,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,24,0,0,0.233541308,2631.0,0.825161536,3.170588235,0.0,0.917130489,0.0,0.082869511,0.000122033,0.0,0.394050343,0.695894224,0.04,0.005,0.15,0.45,0.04,0.119928982,0.01547412,21788528.0,109490.090452,1301739.0,21.0,0,genuine,Genuine
66,67253599,3873,405,485,41,19,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,19,0,0,1.197530864,2827.0,0.171559958,1.234567901,0.235,0.15,0.0,0.615,9.89e-06,0.0,0.308641975,0.453932584,0.095,0.005,0.05,0.45,0.045,0.08019263,0.050623597,79388885.0,398939.120603,3625743.0,43.0,0,genuine,Genuine
67,48357793,2260,148,191,13,4,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,10,0,0,1.290540541,2890.0,0.066089965,1.859120521,0.363994744,0.047306176,0.0,0.58869908,9.41e-08,0.000618332,0.442105263,0.437869822,0.015,0.005,0.2,0.1,0.01,0.132310297,0.019888917,29792593.0,149711.522613,927432.0,150.0,0,genuine,Genuine
68,625400643,5627,29,51,5644,6,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,17,0,0,1.75862069,1779.0,0.028667791,8.239690722,0.875586121,0.105658018,0.0,0.018755861,2.97e-07,0.0,0.423076923,0.315789474,0.03,0.005,0.3,1.0,0.085,0.127793719,0.012108521,2494385.0,12534.5979899,125470.0,8.0,0,genuine,Genuine
69,237378862,17371,560,533,2778,3,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,8,0,0,0.951785714,2317.0,0.230038843,5.564013841,0.0,0.0,0.0,1.0,5.78e-08,0.001160098,0.523452158,0.512797075,0.015,0.005,0.1,0.95,0.07,0.104779545,0.009884438,22706897.0,114105.01005,2884530.0,9.0,0,genuine,Genuine
70,376585827,4719,218,459,975,7,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,24,0,0,2.105504587,2066.0,0.222168441,3.907878788,0.007133995,0.064205955,0.0,0.92866005,5.47e-06,0.0,0.11440678,0.319884726,0.055,0.005,0.1,0.5,0.035,0.07776101,0.006404638,3862973.0,19411.9246231,208598.0,10.0,0,genuine,Genuine
