,id,url_unique_ratio,hashtag_ratio,username_ratio,username_unique_ratio,similarity_ratio_1
261,17127177,0.06,0.3,0.65,0.105,0.132024636199
262,566099034,0.0,0.2,0.2,0.02,0.0821063974392
263,140356430,0.055,0.15,0.6,0.1,0.12777318053
264,2267842723,0.07,0.0,0.95,0.07,0.180418510463
265,990902802,0.025,0.05,0.6,0.045,0.141321514404
266,17608721,0.07,0.45,0.8,0.045,0.0960179382971
267,211449302,0.04,nan,nan,0.04,0.0813774118616
268,888320442,0.05,0.3,0.9,0.13,0.141991546179
269,2877874706,None,None,None,None,None
270,85782515,0.120481927711,0.15,0.6,0.10843373494,0.0904586246765
271,1941490830,0.08,0.0,0.85,0.085,0.191923213498
272,2577885343,None,None,None,None,None
273,354010930,0.075,0.05,0.85,0.045,0.131327902211
274,243819894,0.095,0.05,1.0,0.08,0.209005647082
275,59104830,0.06,0.15,0.8,0.08,0.130623164493
276,338055297,0.05,0.0,0.9,0.105,0.163896405102
277,2918891071,0.04,0.0,0.4,0.035,0.111575089847
278,578266551,0.06,0.35,0.7,0.055,0.118396975636
279,365257073,0.02,0.05,1.0,0.085,0.0985498292781
280,1083991861,0.06,0.05,0.75,0.07,0.146534589882
281,268773741,0.04,0.5,0.75,0.07,0.117713043661
282,438362574,0.04,0.05,0.4,0.04,0.13983789192
283,40241204,0.025,0.15,0.75,0.095,0.0864001098889
284,1908684955,0.085,0.3,0.9,0.065,0.180160506414
285,1220963168,0.166666666667,0.416666666667,0.166666666667,0.166666666667,0.115702479339
286,2457848317,None,None,None,None,None
287,311262395,0.065,0.15,0.8,0.075,0.166724094471
288,63830658,0.05,0.15,0.6,0.055,0.108118348576
289,450860458,0.02,0.0,0.45,0.04,0.0868354511411
290,292913844,0.025,0.0,0.35,0.02,0.148841869572
291,1433206302,0.025,0.05,0.5,0.04,0.094987422248
292,737521098,0.065,0.05,0.85,0.09,0.175895599601
293,49240687,0.035,0.0,0.65,0.065,0.112732977055
294,2462247966,None,None,None,None,None
295,270654915,0.075,0.05,0.95,0.095,0.172998500355
296,2007021,0.085,0.25,0.7,0.105,0.0799129963044
297,623599125,0.015,0.0,0.15,0.015,0.114229824924
298,68406780,0.055,0.0,0.95,0.11,0.143950691472
299,332238901,0.01,0.0,0.4,0.04,0.120686203911
300,1895160985,0.045,0.25,0.8,0.08,0.143038089956
301,47740610,0.03,0.1,0.8,0.085,0.0905273332113
302,107821380,0.045,0.0,0.85,0.06,0.103458840399
303,1382561,0.02,0.1,0.95,0.085,0.114854239015
304,225683965,0.065,0.0,0.6,0.06,0.135174950538
305,716455623,0.06,0.05,0.75,0.06,0.158690489846
306,3023729952,0.02,0.0,0.3,0.015,0.0930622102762
307,110273768,0.015,0.9,0.2,0.015,0.0812882538842
308,933183398,0.04,0.0,0.85,0.085,0.182275634653
309,2314131617,0.035,0.2,0.7,0.02,0.169949908525
310,45186390,0.025,0.2,0.45,0.02,0.109382053406
311,566109750,0.035,0.0,0.6,0.03,0.15144955547
312,546074374,0.065,0.05,1.0,0.095,0.190836326595
313,462534253,0.085,0.05,0.55,0.06,0.120795262177
314,370263238,0.02,0.05,0.4,0.025,0.0759294307033
315,2778387798,None,None,None,None,None
316,293853413,0.05,0.15,0.75,0.075,0.19835981148
317,2324541288,0.0,0.9,0.75,0.09,0.199768179859
318,40368888,0.04,0.1,0.05,0.005,0.141297549738
319,1012081039,0.035,0.65,0.75,0.065,0.20546766449
320,5820222,0.045,0.15,0.6,0.065,0.100738027776
321,1195136336,0.0,0.0,0.35,0.025,0.0595277110189
322,571602303,0.0602409638554,0.9,0.1,0.0120481927711,0.167947049839
323,763086512,0.0,0.95,0.0,0.0,0.261234046178
324,460232733,0.05,0.35,0.45,0.04,0.0973202496414
325,368766578,0.005,0.2,1.0,0.05,0.207015640507
326,6296742,0.03,0.05,0.75,0.07,0.113368303148
327,378028393,0.128205128205,0.15,0.7,0.358974358974,0.139551291096
328,1403795054,0.05,0.0,0.7,0.05,0.178093932868
329,70142270,0.04,0.0,0.7,0.055,0.115360915111
330,2957860783,0.075,0.05,0.95,0.08,0.157122058893
331,2223611410,0.04,0.1,0.7,0.085,0.122378166178
332,2323069159,0.045,0.0,0.5,0.05,0.13325056816
333,2573468022,0.015,0.05,0.15,0.015,0.162263191979
334,474513196,0.06,0.15,0.55,0.06,0.139606709346
335,47417665,0.045,0.2,0.9,0.095,0.127970290956
336,2722021425,0.06,0.1,1.0,0.14,0.166378998562
337,1066996903,0.04,0.05,0.55,0.045,0.175725354194
338,86805382,0.055,0.15,0.55,0.035,0.142160075741
339,1098069500,0.035,0.0,0.7,0.075,0.0892182353429
340,2568104706,0.035,0.0,0.15,0.01,0.0808960316174
341,2579534268,None,None,None,None,None
342,262100774,0.025,0.2,0.75,0.045,0.0827212988017
343,3044923343,0.01,0.25,0.85,0.1,0.127657288819
344,2237494153,0.02,0.05,0.7,0.04,0.122908838487
345,401032062,0.02,0.05,0.35,0.03,0.143653639096
346,198656514,0.03,0.1,0.05,0.005,0.110804282099
347,620404975,0.01,0.6,0.95,0.09,0.12575754308
348,2351779201,0.07,0.0,0.85,0.085,0.183291026651
349,127895572,0.02,0.65,0.25,0.03,0.127381202591
350,245133290,0.01,0.0,0.15,0.01,0.144859085958
351,208388521,0.095,0.05,1.0,0.01,0.179399838636
352,348393966,0.085,0.15,0.7,0.06,0.155366823468
353,1882244610,0.03,0.0,0.55,0.05,0.176969503603
354,80976396,0.065,0.05,0.65,0.075,0.159775993466
355,488525613,0.125,0.45,0.6,0.0972222222222,0.102615173038
356,328145177,0.015,0.4,0.7,0.07,0.115295485693
357,200048272,0.01,0.15,0.65,0.09,0.126236699083
358,119112245,0.08,0.35,0.05,0.005,0.0968078790577
359,143217021,0.08,0.05,0.35,0.045,0.0960404336253
360,66177353,0.045,0.0,0.75,0.045,0.116424226395
361,260037903,0.08,0.1,1.0,0.08,0.137371825343
362,466762451,0.015,0.0,0.7,0.045,0.114342296377
363,393792392,0.07,0.05,0.85,0.105,0.16256575848
364,148022818,0.06,0.05,0.2,0.005,0.105472273877
365,153324815,0.04,0.3,0.65,0.08,0.136907216495
366,338151653,0.04,0.05,1.0,0.09,0.224871727056
367,304261771,0.06,0.0,1.0,0.085,0.210389013227
368,2275376744,0.025,0.05,0.65,0.06,0.0691921144182
369,103304208,0.0,0.1,0.9,0.055,0.152013800345
370,362675330,0.075,0.35,0.85,0.1,0.138608083285
371,335080094,0.045,0.0,0.35,0.035,0.108735293233
372,6775342,0.02,0.3,0.8,0.095,0.111514438828
373,2725087704,0.055,0.0,0.75,0.075,0.157314001429
374,81437114,0.07,0.2,0.85,0.115,0.160337642873
375,400264347,0.085,0.0,0.45,0.055,0.136669078206
376,5812422,0.04,0.15,0.95,0.1,0.112325856927
377,2536663076,0.01,0.3,0.2,0.015,0.0848163647821
378,807804577,0.035,0.0,1.0,0.115,0.161728181136
379,101669097,0.075,0.25,0.9,0.08,0.203100444306
380,34160482,0.075,0.1,0.65,0.065,0.168197495156
381,2159485357,0.035,0.0,0.8,0.06,0.0909689007285
382,770877740,0.0,0.0,0.4,0.04,0.12599527317
383,2400711853,0.08,0.4,0.4,0.035,0.0936632219792
384,741430021,0.07,0.1,1.0,0.09,0.178927814428
385,1355537995,0.07,0.15,0.95,0.1,0.194890746708
386,2411423599,0.08,0.35,1.0,0.075,0.148028999607
387,27762544,0.07,0.45,0.15,0.005,0.171388390024
388,40897354,0.045,0.1,0.35,0.08,0.186160051564
389,52314977,0.07,0.3,0.95,0.115,0.151848213931
390,2682782132,0.08,0.1,0.9,0.08,0.184802252525
391,236809977,0.03,0.05,0.45,0.055,0.147236916648
392,597513832,0.1,0.0,0.0,0.0,0.350874826268
393,264077065,0.05,0.15,0.7,0.055,0.0901963934534
394,2477931252,0.0520833333333,0.25,0.3,0.0260416666667,0.0981160077503
395,174354016,0.015,0.4,0.95,0.1,0.13630675644
396,614447598,0.025,0.05,0.9,0.08,0.117889271019
397,2476205954,0.055,0.15,0.9,0.095,0.200728715387
398,82017721,0.06,0.0,0.75,0.06,0.115803507333
399,50688407,0.07,0.6,0.1,0.005,0.0974578633641
400,17889654,0.055,0.05,0.8,0.055,0.135653672438
401,2911861962,None,None,None,None,None
402,2762444463,None,None,None,None,None
403,1730251326,0.05,0.1,0.65,0.07,0.122071939493
404,2587768189,None,None,None,None,None
405,2349578599,0.07,0.05,0.95,0.06,0.150826950285
406,67849262,0.045,0.1,0.8,0.08,0.157332848984
407,542231259,0.07,0.05,0.75,0.07,0.156554080172
408,408707585,0.0,0.0,0.25,0.015,0.175222287738
409,89699349,0.0,0.0,0.0,0.0,0.194546878881
410,753906162,0.055,0.0,0.7,0.07,0.128025996147
411,145583439,0.05,0.35,0.6,0.055,0.0498284781843
412,140033231,0.06,0.4,0.75,0.055,0.163785722297
413,127109283,0.05,0.0,0.9,0.05,0.148114064297
414,22755015,0.04,0.75,0.2,0.035,0.118625144465
415,2642928863,0.045,0.15,0.9,0.08,0.18736599318
416,2334889399,0.055,0.4,0.85,0.065,0.133654136406
417,178629201,0.02,0.3,0.75,0.09,0.0807494921416
418,261706356,0.04,0.45,0.7,0.045,0.124465666546
419,1245621752,0.1,0.1,0.65,0.005,0.164681892653
420,73799359,0.065,0.75,0.65,0.035,0.0811335512951
421,1853487314,0.065,0.6,0.6,0.03,0.138514298512
422,282616462,0.0459770114943,0.45,0.95,0.114942528736,0.125090015673
423,278811330,0.07,0.0,0.9,0.09,0.248691650042
424,225281874,0.06,0.35,0.8,0.09,0.147837383309
425,2473550875,0.01,0.15,0.95,0.105,0.135187406873
426,500246041,0.04,0.45,0.7,0.08,0.0951790305765
427,16459227,0.055,0.55,0.9,0.085,0.129096233562
428,2595828119,None,None,None,None,None
429,13381912,0.08,0.2,0.9,0.095,0.134558310887
430,140018040,0.035,0.0,0.75,0.065,0.187289437568
431,2157382005,0.04,0.4,0.9,0.09,0.155000419537
432,2198399148,0.1,0.0,0.5,0.005,0.142546989089
433,1919094559,0.04,0.0,0.6,0.05,0.0954272788444
434,415482571,0.015,0.0,0.55,0.025,0.088181956615
435,2286244303,0.045,0.05,0.4,0.04,0.13490905629
436,192521333,0.04,0.0,0.35,0.03,0.0794019497629
437,178165647,0.025,0.1,0.7,0.08,0.0944523944224
438,58983782,0.1,0.0,0.0,0.0,0.283588429252
439,24725275,0.06,0.25,1.0,0.085,0.173955967266
440,25911628,0.07,0.4,0.75,0.075,0.147409544443
441,107532977,0.085,0.1,0.85,0.08,0.0974655207502
442,88243642,0.06,0.0,0.75,0.075,0.123471202165
443,28433521,0.04,0.0,0.95,0.04,0.15480295971
444,286252274,0.03,0.0,0.75,0.055,0.103026962771
445,236449587,0.05,0.15,0.9,0.09,0.139901744495
446,2898329024,None,None,None,None,None
447,262531823,0.04,0.15,0.55,0.07,0.133119176786
448,465280740,0.06,0.15,0.9,0.09,0.182606668727
449,2160196098,0.035,0.05,0.55,0.055,0.143787400999
450,331418316,0.1,0.95,0.0,0.0,0.104664917508
451,346768232,0.025,0.0,0.95,0.1,0.0889049018678
452,126550479,0.065,0.0,0.6,0.06,0.109093935337
453,3123482607,0.02,0.0,0.5,0.035,0.0843611999391
454,136799314,0.4,0.8,1.0,1.2,0.166666666667
455,39232035,0.04,0.2,0.8,0.09,0.144797797659
456,2183434100,0.055,0.15,0.55,0.04,0.102306241535
457,463556269,0.045,0.05,0.75,0.065,0.13846319905
458,105768989,0.075,0.45,1.0,0.17,0.173524492997
459,148061189,0.0,0.2,0.3,0.03,0.156452464831
460,243452188,0.02,0.05,0.95,0.085,0.138175231602
461,200645756,0.04,0.2,1.0,0.105,0.111373601073
462,496968634,0.0,0.45,0.6,0.055,0.132938241934
463,636709756,0.035,0.1,0.7,0.05,0.0808324276629
464,546096491,0.005,0.0,0.6,0.03,0.105183451504
465,31393396,0.02,0.0,0.6,0.05,0.105485627494
466,1275604747,0.02,0.0,0.55,0.035,0.136466565191
467,377287901,0.07,0.05,0.85,0.075,0.12734927007
468,52385172,0.095,0.1,0.25,0.02,0.138491521036
469,469739735,0.025,0.0,0.85,0.14,0.101277713431
470,261200361,0.005,0.05,0.5,0.05,0.111834252167
471,125853306,0.055,0.05,0.6,0.06,0.101162513046
472,42434209,0.055,0.45,0.65,0.065,0.133451957295
473,792459126,0.03,0.0,0.3,0.03,0.128139515545
